28383 1 0 0 0 0 0
28074 1 0 0 0 0 0
31710 1 0 0 0 0 0
49134 1 0 0 0 0 0
32439 1 0 0 0 0 0
54646 1 0 0 0 0 0
56021 1 0 0 0 0 0
32638 1 0 0 0 0 0
49067 1 0 0 0 0 0
32695 1 0 0 0 0 0
24251 1 0 0 0 0 0
55285 1 0 0 0 0 0
60411 1 0 0 0 0 0
62906 1 0 0 0 0 0
44886 1 0 0 0 0 0
43991 1 0 0 0 0 0
64886 1 0 0 0 0 0
56315 1 0 0 0 0 0
56182 1 0 0 0 0 0
23509 1 0 0 0 0 0
43962 1 0 0 0 0 0
63466 1 0 0 0 0 0
54742 1 0 0 0 0 0
22269 1 0 0 0 0 0
64879 1 0 0 0 0 0
65397 1 0 0 0 0 0
21871 1 0 0 0 0 0
30442 1 0 0 0 0 0
57198 1 0 0 0 0 0
64986 1 0 0 0 0 0
21973 1 0 0 0 0 0
32247 1 0 0 0 0 0
46939 1 0 0 0 0 0
44458 1 0 0 0 0 0
24238 1 0 0 0 0 0
46581 1 0 0 0 0 0
31470 1 0 0 0 0 0
55277 1 0 0 0 0 0
60925 1 0 0 0 0 0
32426 1 0 0 0 0 0
24511 1 0 0 0 0 0
64438 1 0 0 0 0 0
56030 1 0 0 0 0 0
65495 1 0 0 0 0 0
44395 1 0 0 0 0 0
24234 1 0 0 0 0 0
22231 1 0 0 0 0 0
24286 1 0 0 0 0 0
55031 1 0 0 0 0 0
47978 1 0 0 0 0 0
32727 1 0 0 0 0 0
24318 1 0 0 0 0 0
64949 1 0 0 0 0 0
60155 1 0 0 0 0 0
28667 1 0 0 0 0 0
27990 1 0 0 0 0 0
23511 1 0 0 0 0 0
27997 1 0 0 0 0 0
43765 1 0 0 0 0 0
60909 1 0 0 0 0 0
56045 1 0 0 0 0 0
30591 1 0 0 0 0 0
61274 1 0 0 0 0 0
57215 1 0 0 0 0 0
61277 1 0 0 0 0 0
63467 1 0 0 0 0 0
43866 1 0 0 0 0 0
23902 1 0 0 0 0 0
44011 1 0 0 0 0 0
57301 1 0 0 0 0 0
32603 1 0 0 0 0 0
43949 1 0 0 0 0 0
56311 1 0 0 0 0 0
30429 1 0 0 0 0 0
46766 1 0 0 0 0 0
32186 1 0 0 0 0 0
27317 1 0 0 0 0 0
31583 1 0 0 0 0 0
47998 1 0 0 0 0 0
46429 1 0 0 0 0 0
32494 1 0 0 0 0 0
21975 1 0 0 0 0 0
31674 1 0 0 0 0 0
44973 1 0 0 0 0 0
44911 1 0 0 0 0 0
60125 1 0 0 0 0 0
31403 1 0 0 0 0 0
22230 1 0 0 0 0 0
30070 1 0 0 0 0 0
55215 1 0 0 0 0 0
46510 1 0 0 0 0 0
31479 1 0 0 0 0 0
60271 1 0 0 0 0 0
60413 1 0 0 0 0 0
64894 1 0 0 0 0 0
54774 1 0 0 0 0 0
60094 1 0 0 0 0 0
61147 1 0 0 0 0 0
32683 1 0 0 0 0 0
47791 1 0 0 0 0 0
54654 1 0 0 0 0 0
56158 1 0 0 0 0 0
60149 1 0 0 0 0 0
22527 1 0 0 0 0 0
44021 1 0 0 0 0 0
45013 1 0 0 0 0 0
60861 1 0 0 0 0 0
56794 1 0 0 0 0 0
60382 1 0 0 0 0 0
46815 1 0 0 0 0 0
62902 1 0 0 0 0 0
63221 1 0 0 0 0 0
46967 1 0 0 0 0 0
47965 1 0 0 0 0 0
60282 1 0 0 0 0 0
23406 1 0 0 0 0 0
48494 1 0 0 0 0 0
64958 1 0 0 0 0 0
60351 1 0 0 0 0 0
45054 1 0 0 0 0 0
28663 1 0 0 0 0 0
46826 1 0 0 0 0 0
47958 1 0 0 0 0 0
56821 1 0 0 0 0 0
61163 1 0 0 0 0 0
31406 1 0 0 0 0 0
46846 1 0 0 0 0 0
32183 1 0 0 0 0 0
60923 1 0 0 0 0 0
62941 1 0 0 0 0 0
62966 1 0 0 0 0 0
64250 1 0 0 0 0 0
31574 1 0 0 0 0 0
55994 1 0 0 0 0 0
22363 1 0 0 0 0 0
28117 1 0 0 0 0 0
24235 1 0 0 0 0 0
44413 1 0 0 0 0 0
44765 1 0 0 0 0 0
56175 1 0 0 0 0 0
61359 1 0 0 0 0 0
64366 1 0 0 0 0 0
21866 1 0 0 0 0 0
44501 1 0 0 0 0 0
65398 1 0 0 0 0 0
23421 1 0 0 0 0 0
60278 1 0 0 0 0 0
22357 1 0 0 0 0 0
23925 1 0 0 0 0 0
44766 1 0 0 0 0 0
63319 1 0 0 0 0 0
28027 1 0 0 0 0 0
47019 1 0 0 0 0 0
32251 1 0 0 0 0 0
27391 1 0 0 0 0 0
31405 1 0 0 0 0 0
56235 1 0 0 0 0 0
32735 1 0 0 0 0 0
48861 1 0 0 0 0 0
55995 1 0 0 0 0 0
28542 1 0 0 0 0 0
30427 1 0 0 0 0 0
49082 1 0 0 0 0 0
57197 1 0 0 0 0 0
23914 1 0 0 0 0 0
32111 1 0 0 0 0 0
23982 1 0 0 0 0 0
60090 1 0 0 0 0 0
61418 1 0 0 0 0 0
63355 1 0 0 0 0 0
22270 1 0 0 0 0 0
30166 1 0 0 0 0 0
44906 1 0 0 0 0 0
60075 1 0 0 0 0 0
60922 1 0 0 0 0 0
28410 1 0 0 0 0 0
44383 1 0 0 0 0 0
31727 1 0 0 0 0 0
32507 1 0 0 0 0 0
49133 1 0 0 0 0 0
45045 1 0 0 0 0 0
23291 1 0 0 0 0 0
54647 1 0 0 0 0 0
55221 1 0 0 0 0 0
32607 1 0 0 0 0 0
60119 1 0 0 0 0 0
27575 1 0 0 0 0 0
64954 1 0 0 0 0 0
44479 1 0 0 0 0 0
32094 1 0 0 0 0 0
30175 1 0 0 0 0 0
32474 1 0 0 0 0 0
28151 1 0 0 0 0 0
28030 1 0 0 0 0 0
43754 1 0 0 0 0 0
47989 1 0 0 0 0 0
32747 1 0 0 0 0 0
56811 1 0 0 0 0 0
43775 1 0 0 0 0 0
57274 1 0 0 0 0 0
47979 1 0 0 0 0 0
48110 1 0 0 0 0 0
60074 1 0 0 0 0 0
44534 1 0 0 0 0 0
22463 1 0 0 0 0 0
28655 1 0 0 0 0 0
30709 1 0 0 0 0 0
32765 1 0 0 0 0 0
60254 1 0 0 0 0 0
21950 1 0 0 0 0 0
32253 1 0 0 0 0 0
47063 1 0 0 0 0 0
28653 1 0 0 0 0 0
57333 1 0 0 0 0 0
32086 1 0 0 0 0 0
63163 1 0 0 0 0 0
28150 1 0 0 0 0 0
63415 1 0 0 0 0 0
31599 1 0 0 0 0 0
23547 1 0 0 0 0 0
60093 1 0 0 0 0 0
63405 1 0 0 0 0 0
64182 1 0 0 0 0 0
65454 1 0 0 0 0 0
30715 1 0 0 0 0 0
55006 1 0 0 0 0 0
23230 1 0 0 0 0 0
32173 1 0 0 0 0 0
60410 1 0 0 0 0 0
27515 1 0 0 0 0 0
30042 1 0 0 0 0 0
44762 1 0 0 0 0 0
49087 1 0 0 0 0 0
24311 1 0 0 0 0 0
22267 1 0 0 0 0 0
32622 1 0 0 0 0 0
43965 1 0 0 0 0 0
24063 1 0 0 0 0 0
44907 1 0 0 0 0 0
46935 1 0 0 0 0 0
30071 1 0 0 0 0 0
46941 1 0 0 0 0 0
48597 1 0 0 0 0 0
61115 1 0 0 0 0 0
24054 1 0 0 0 0 0
30447 1 0 0 0 0 0
31451 1 0 0 0 0 0
54711 1 0 0 0 0 0
62943 1 0 0 0 0 0
55165 1 0 0 0 0 0
63167 1 0 0 0 0 0
32430 1 0 0 0 0 0
24059 1 0 0 0 0 0
27387 1 0 0 0 0 0
27989 1 0 0 0 0 0
32598 1 0 0 0 0 0
54645 1 0 0 0 0 0
48574 1 0 0 0 0 0
57013 1 0 0 0 0 0
27511 1 0 0 0 0 0
23295 1 0 0 0 0 0
32621 1 0 0 0 0 0
46762 1 0 0 0 0 0
54959 1 0 0 0 0 0
55127 1 0 0 0 0 0
61118 1 0 0 0 0 0
44415 1 0 0 0 0 0
24309 1 0 0 0 0 0
47866 1 0 0 0 0 0
60414 1 0 0 0 0 0
65214 1 0 0 0 0 0
46582 1 0 0 0 0 0
54613 1 0 0 0 0 0
56279 1 0 0 0 0 0
56055 1 0 0 0 0 0
65407 1 0 0 0 0 0
47870 1 0 0 0 0 0
60885 1 0 0 0 0 0
32606 1 0 0 0 0 0
46829 1 0 0 0 0 0
44891 1 0 0 0 0 0
60139 1 0 0 0 0 0
63487 1 0 0 0 0 0
64891 1 0 0 0 0 0
22486 1 0 0 0 0 0
28351 1 0 0 0 0 0
47018 1 0 0 0 0 0
47035 1 0 0 0 0 0
64365 1 0 0 0 0 0
54970 1 0 0 0 0 0
63445 1 0 0 0 0 0
22263 1 0 0 0 0 0
28502 1 0 0 0 0 0
31669 1 0 0 0 0 0
46511 1 0 0 0 0 0
60763 1 0 0 0 0 0
65535 1 0 0 0 0 0
64426 1 0 0 0 0 0
56285 1 0 0 0 0 0
23531 1 0 0 0 0 0
27563 1 0 0 0 0 0
61310 1 0 0 0 0 0
32730 1 0 0 0 0 0
46847 1 0 0 0 0 0
56667 1 0 0 0 0 0
56695 1 0 0 0 0 0
46525 1 0 0 0 0 0
61397 1 0 0 0 0 0
65405 1 0 0 0 0 0
22509 1 0 0 0 0 0
30202 1 0 0 0 0 0
24062 1 0 0 0 0 0
